YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,PE4,17,165
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,CC28,12,104
2024-09,WEEKDAY,7,TRAIN,NE11,22278,25221
2024-09,WEEKDAY,18,TRAIN,BP3,4877,14381
2024-09,WEEKDAY,5,TRAIN,NS2,12534,3145
2024-09,WEEKDAY,10,TRAIN,NE17/PTC,38628,28581
2024-09,WEEKDAY,17,TRAIN,BP6/DT1,48976,79184
2024-09,WEEKDAY,5,TRAIN,NE16/STC,10549,2729
2024-09,WEEKDAY,19,TRAIN,CC25,13646,11032
2024-09,WEEKDAY,8,TRAIN,NE5,4463,52198
2024-09,WEEKDAY,5,TRAIN,BP10,3388,361
2024-09,WEEKDAY,16,TRAIN,TE23,1915,3511
2024-09,WEEKDAY,11,TRAIN,NS10,35039,17745
2024-09,WEEKDAY,12,TRAIN,EW4,14119,7858
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,NE16/STC,13476,23890
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,TE15,5728,5442
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,EW5,10727,6489
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,SW5,4390,3613
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,NE4/DT19,36365,34011
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,NE10,1010,2635
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,TE13,2087,2005
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,DT27,5154,4263
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,NE7/DT12,3517,3647
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,NE15,10567,12433
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,DT20,3137,2487
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,TE13,359,1824
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,SW2,3125,3133
2024-09,WEEKDAY,21,TRAIN,BP12,836,2211
2024-09,WEEKDAY,21,TRAIN,BP10,977,4629
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,CC21,73,279
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,TE18,132,155
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,EW30,1,170
2024-09,WEEKDAY,17,TRAIN,NS5,42808,57028
2024-09,WEEKDAY,13,TRAIN,BP13,1164,951
2024-09,WEEKDAY,9,TRAIN,NE12/CC13,90920,36093
2024-09,WEEKDAY,9,TRAIN,NE1/CC29,18974,103062
2024-09,WEEKDAY,19,TRAIN,SE2,3665,14923
2024-09,WEEKDAY,18,TRAIN,PW7,4949,7221
2024-09,WEEKDAY,11,TRAIN,CC11,9984,12773
2024-09,WEEKDAY,17,TRAIN,CC6,11588,11990
2024-09,WEEKDAY,13,TRAIN,BP5,2156,2274
2024-09,WEEKDAY,7,TRAIN,EW5,72579,33709
2024-09,WEEKDAY,21,TRAIN,CC4/DT15,41118,5897
2024-09,WEEKDAY,19,TRAIN,EW32,10458,6063
2024-09,WEEKDAY,16,TRAIN,TE8,9356,11013
2024-09,WEEKDAY,10,TRAIN,TE15,5822,9190
2024-09,WEEKDAY,11,TRAIN,TE6,10051,4118
2024-09,WEEKDAY,10,TRAIN,DT31,8390,3432
2024-09,WEEKDAY,6,TRAIN,CC26,2073,12966
2024-09,WEEKDAY,20,TRAIN,CC16,4512,8240
2024-09,WEEKDAY,14,TRAIN,TE27,6304,5307
2024-09,WEEKDAY,14,TRAIN,BP5,1840,2244
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,26486,3967
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,DT25,1960,1407
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,BP6/DT1,22273,18965
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,EW4,3695,1754
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,CC6,457,5334
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,SW1,1048,932
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,NS3,134,1418
2024-09,WEEKDAY,21,TRAIN,BP2,811,3975
2024-09,WEEKDAY,23,TRAIN,TE11,874,2039
2024-09,WEEKDAY,13,TRAIN,EW5,30662,26365
2024-09,WEEKDAY,15,TRAIN,NE12/CC13,52587,62016
2024-09,WEEKDAY,16,TRAIN,EW26,25893,27946
2024-09,WEEKDAY,12,TRAIN,EW9,19979,14803
2024-09,WEEKDAY,19,TRAIN,EW18,24836,33069
2024-09,WEEKDAY,8,TRAIN,DT10,12980,5892
2024-09,WEEKDAY,11,TRAIN,DT33,16101,5316
2024-09,WEEKDAY,16,TRAIN,PE4,1530,2056
2024-09,WEEKDAY,21,TRAIN,PE3,2856,7123
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,DT3,5873,2019
2024-09,WEEKDAY,23,TRAIN,PE1,300,2504
2024-09,WEEKDAY,5,TRAIN,NS27/CE2/TE20,199,322
2024-09,WEEKDAY,12,TRAIN,NS28,2829,1320
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,SE5,1600,562
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,PE4,808,879
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,EW1,16568,8703
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,EW10,6564,6699
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,SW5,3648,1771
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,NE11,8377,8020
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,EW32,1928,746
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,SE2,2841,2611
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,DT3,4145,4924
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,PE3,4229,2798
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,CC12,2502,2797
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,BP3,575,2380
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,PW1,120,40
2024-09,WEEKDAY,21,TRAIN,EW23,34275,38633
2024-09,WEEKDAY,14,TRAIN,NE17/PTC,42615,48190
2024-09,WEEKDAY,18,TRAIN,NS2,55742,92232
2024-09,WEEKDAY,9,TRAIN,BP6/DT1,68722,31989
2024-09,WEEKDAY,16,TRAIN,SE2,3952,6943
2024-09,WEEKDAY,11,TRAIN,TE29,3061,1465
2024-09,WEEKDAY,8,TRAIN,NS15,35157,66622
2024-09,WEEKDAY,12,TRAIN,NS16,37767,33022
2024-09,WEEKDAY,16,TRAIN,CC4/DT15,27677,19680
2024-09,WEEKDAY,9,TRAIN,NS15,20332,23365
2024-09,WEEKDAY,22,TRAIN,EW5,12085,36445
2024-09,WEEKDAY,19,TRAIN,CC27,23320,2812
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,CC10/DT26,6786,6575
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,NS14,19520,8153
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,EW14/NS26,11726,12788
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,TE28,1777,2064
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,EW4,5968,9205
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,DT5,9385,7845
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,CG2,7169,11357
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,EW20,3968,5231
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,NS18,4650,7450
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,TE24,1815,1060
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,SE3,856,100
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,EW17,11824,11887
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,CC10/DT26,9766,6828
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,TE25,240,70
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,DT34,628,2043
2024-09,WEEKDAY,15,TRAIN,TE13,5067,4766
2024-09,WEEKDAY,6,TRAIN,SW2,6834,2053
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,EW22,2233,2211
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,NS17/CC15,10710,4406
2024-09,WEEKDAY,20,TRAIN,SW5,5604,10885
2024-09,WEEKDAY,14,TRAIN,CC2,5363,7535
2024-09,WEEKDAY,15,TRAIN,BP3,2659,4006
2024-09,WEEKDAY,6,TRAIN,PW5,7398,1805
2024-09,WEEKDAY,16,TRAIN,CC28,3305,4197
2024-09,WEEKDAY,18,TRAIN,NE4/DT19,123173,96801
2024-09,WEEKDAY,15,TRAIN,EW23,38515,35742
2024-09,WEEKDAY,19,TRAIN,CC14,7228,14751
2024-09,WEEKDAY,15,TRAIN,NE13,24874,23252
2024-09,WEEKDAY,12,TRAIN,EW21/CC22,29379,26844
2024-09,WEEKDAY,17,TRAIN,SE2,5559,9260
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,EW28,15754,12450
2024-09,WEEKDAY,16,TRAIN,NS15,23750,14181
2024-09,WEEKDAY,8,TRAIN,SW2,10043,4076
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,TE25,1391,1981
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,DT13,7439,8260
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,PE6,2168,3045
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,NS9/TE2,23065,21218
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,NS21/DT11,28673,29599
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,CC24,5612,3088
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,CC19/DT9,5107,2814
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,EW14/NS26,13529,15241
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,TE12,1975,1245
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,SW1,1037,712
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,SW2,3363,3270
2024-09,WEEKDAY,21,TRAIN,TE3,8628,12499
2024-09,WEEKDAY,6,TRAIN,TE28,2888,751
2024-09,WEEKDAY,23,TRAIN,CC5,3980,1995
2024-09,WEEKDAY,10,TRAIN,CC27,1525,9728
2024-09,WEEKDAY,22,TRAIN,CC25,2851,4959
2024-09,WEEKDAY,23,TRAIN,EW26,2590,18046
2024-09,WEEKDAY,9,TRAIN,PW1,969,2852
2024-09,WEEKDAY,21,TRAIN,EW19,8677,21828
2024-09,WEEKDAY,6,TRAIN,CC23,834,14234
2024-09,WEEKDAY,22,TRAIN,EW27,18689,42741
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,EW26,14667,22080
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3/TE17,6432,5992
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,NS28,4365,1083
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,CC24,4621,3529
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,SE5,1266,1289
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,CC19/DT9,4809,4809
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,TE1,1518,2671
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,CC25,3496,2404
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,DT31,4504,3128
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,SW6,1720,1819
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,EW4,2215,7654
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,PW3,1445,1051
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,TE28,934,466
2024-09,WEEKDAY,9,TRAIN,CC16,11138,12654
2024-09,WEEKDAY,16,TRAIN,SE3,2359,3695
2024-09,WEEKDAY,23,TRAIN,EW18,2566,7243
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,TE6,563,4104
2024-09,WEEKDAY,22,TRAIN,BP12,468,1640
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,DT13,115,12
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,NS20,108,276
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,PW6,164,725
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,PW5,154,1596
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,TE19,16,0
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,TE27,24,363
2024-09,WEEKDAY,17,TRAIN,EW24/NS1,188107,99753
2024-09,WEEKDAY,12,TRAIN,CC4/DT15,21277,34263
2024-09,WEEKDAY,7,TRAIN,SW8,4815,4486
2024-09,WEEKDAY,7,TRAIN,DT28,33155,25810
2024-09,WEEKDAY,18,TRAIN,CC12,9985,17446
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,EW24/NS1,38975,37476
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,CC16,2692,3245
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,TE8,5004,5429
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,NS27/CE2/TE20,2415,3533
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,EW25,5862,6635
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,CC17/TE9,2507,2440
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,EW32,2469,4138
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,DT24,2091,2197
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,TE13,1861,2437
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,BP11,1332,1703
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,EW14/NS26,3183,12065
2024-09,WEEKDAY,19,TRAIN,EW6,10171,31101
2024-09,WEEKDAY,19,TRAIN,CC17/TE9,8410,11990
2024-09,WEEKDAY,9,TRAIN,CC6,3862,12802
2024-09,WEEKDAY,0,TRAIN,CC16,53,402
2024-09,WEEKDAY,0,TRAIN,PE1,59,774
2024-09,WEEKDAY,0,TRAIN,SW7,16,443
2024-09,WEEKDAY,0,TRAIN,NE16/STC,639,4129
2024-09,WEEKDAY,7,TRAIN,NE13,48167,25274
2024-09,WEEKDAY,9,TRAIN,EW4,25228,9041
2024-09,WEEKDAY,10,TRAIN,NS11,36402,16697
2024-09,WEEKDAY,9,TRAIN,TE5,8039,3190
2024-09,WEEKDAY,10,TRAIN,CC16,8128,4676
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,NS10,17073,15943
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,TE29,1927,718
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,CC21,4201,6237
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,NE9,6899,10119
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,EW30,1084,474
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,DT30,4923,1593
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,CC8,2141,3882
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,DT22,9639,8715
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,TE3,5787,4017
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,CC3,5705,8068
2024-09,WEEKDAY,12,TRAIN,CC5,5304,6108
2024-09,WEEKDAY,15,TRAIN,SW5,7351,8232
2024-09,WEEKDAY,7,TRAIN,SW1,5058,7481
2024-09,WEEKDAY,21,TRAIN,CC3,17060,2904
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,NS21/DT11,11046,12069
2024-09,WEEKDAY,14,TRAIN,DT2,4076,2021
2024-09,WEEKDAY,9,TRAIN,TE23,5053,1218
2024-09,WEEKDAY,21,TRAIN,DT24,2750,7592
2024-09,WEEKDAY,14,TRAIN,BP8,1368,1351
2024-09,WEEKDAY,22,TRAIN,PW6,197,1356
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,DT18,3159,2426
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,DT13,1332,885
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,EW22,244,1043
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,DT2,6,167
2024-09,WEEKDAY,10,TRAIN,NS8,21125,9606
2024-09,WEEKDAY,16,TRAIN,BP6/DT1,32126,46719
2024-09,WEEKDAY,20,TRAIN,EW9,17536,34955
2024-09,WEEKDAY,11,TRAIN,NE16/STC,42236,30293
2024-09,WEEKDAY,15,TRAIN,SE5,3629,2988
2024-09,WEEKDAY,6,TRAIN,TE27,4796,2016
2024-09,WEEKDAY,17,TRAIN,NS2,43846,54069
2024-09,WEEKDAY,20,TRAIN,EW21/CC22,33323,22960
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,7336,16457
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,EW26,14961,7232
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,CC17/TE9,2830,1966
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,EW18,4562,7392
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,NE15,792,33
2024-09,WEEKDAY,11,TRAIN,DT3,8350,3227
2024-09,WEEKDAY,13,TRAIN,PE1,4957,4221
2024-09,WEEKDAY,19,TRAIN,TE11,5022,6884
2024-09,WEEKDAY,21,TRAIN,DT34,3192,5062
2024-09,WEEKDAY,16,TRAIN,BP13,995,767
2024-09,WEEKDAY,0,TRAIN,EW11,163,1046
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,DT30,294,2573
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,EW33,2296,1094
2024-09,WEEKDAY,0,TRAIN,TE11,60,319
2024-09,WEEKDAY,23,TRAIN,EW33,292,1143
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,TE29,20,0
2024-09,WEEKDAY,23,TRAIN,EW27,4780,22522
2024-09,WEEKDAY,21,TRAIN,EW18,11173,18143
2024-09,WEEKDAY,11,TRAIN,NE11,12966,13597
2024-09,WEEKDAY,22,TRAIN,NS25/EW13,72235,7888
2024-09,WEEKDAY,12,TRAIN,NS9/TE2,48371,50386
2024-09,WEEKDAY,21,TRAIN,EW12/DT14,97380,30565
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,EW17,11948,10038
2024-09,WEEKDAY,22,TRAIN,EW22,4601,4502
2024-09,WEEKDAY,14,TRAIN,EW6,8072,10763
2024-09,WEEKDAY,8,TRAIN,CC27,3923,60950
2024-09,WEEKDAY,7,TRAIN,DT13,9619,9612
2024-09,WEEKDAY,8,TRAIN,NS19,86714,73304
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,BP6/DT1,10497,4251
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,NS24/NE6/CC1,22471,10314
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,CC5,4768,6246
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,NS25/EW13,14832,51884
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,SW2,3919,3139
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,DT5,4418,8277
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,CC11,2413,7805
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,PW1,1751,2203
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,CC28,2242,1141
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,CC24,5004,3239
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,CC17/TE9,2020,2355
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,PW5,1697,1784
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,DT6,3531,2975
2024-09,WEEKDAY,13,TRAIN,PW1,2090,3322
2024-09,WEEKDAY,9,TRAIN,TE12,5660,11918
2024-09,WEEKDAY,13,TRAIN,SW7,3058,2743
2024-09,WEEKDAY,23,TRAIN,PE2,298,3500
2024-09,WEEKDAY,19,TRAIN,SE5,2439,5637
2024-09,WEEKDAY,14,TRAIN,TE25,2184,2993
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,DT8,193,621
2024-09,WEEKDAY,8,TRAIN,EW14/NS26,10816,348423
2024-09,WEEKDAY,11,TRAIN,DT28,8645,4399
2024-09,WEEKDAY,15,TRAIN,NE17/PTC,40965,50166
2024-09,WEEKDAY,16,TRAIN,NS19,37161,41921
2024-09,WEEKDAY,18,TRAIN,NE8,47865,74125
2024-09,WEEKDAY,8,TRAIN,PE6,15159,6801
2024-09,WEEKDAY,17,TRAIN,CC7,14693,10488
2024-09,WEEKDAY,12,TRAIN,EW3,18059,15473
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,EW9,12495,18668
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,NE8,13568,22370
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,NS16,21711,15325
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,TE14/NS22,29266,64069
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,EW26,3094,212
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,PW6,835,723
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,DT33,1169,20
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,BP3,2163,1919
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,NE10,3430,7402
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,TE27,2645,2862
2024-09,WEEKDAY,5,TRAIN,BP12,2969,192
2024-09,WEEKDAY,6,TRAIN,CC27,843,4562
2024-09,WEEKDAY,14,TRAIN,TE19,7667,7986
2024-09,WEEKDAY,23,TRAIN,CC2,3153,1000
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,DT6,16,298
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,NS28,8,10
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,CC10/DT26,82,615
2024-09,WEEKDAY,18,TRAIN,EW28,55551,65840
2024-09,WEEKDAY,17,TRAIN,NE12/CC13,70274,114285
2024-09,WEEKDAY,10,TRAIN,PW6,1880,735
2024-09,WEEKDAY,13,TRAIN,CC23,15828,19166
2024-09,WEEKDAY,19,TRAIN,DT13,21278,15539
2024-09,WEEKDAY,21,TRAIN,NS23,67223,15265
2024-09,WEEKDAY,10,TRAIN,TE4,3018,3316
2024-09,WEEKDAY,5,TRAIN,DT31,2268,99
2024-09,WEEKDAY,9,TRAIN,DT27,12164,17618
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,EW8/CC9,34639,25030
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,NS13,25294,13194
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,NE17/PTC,6325,3331
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,PW3,1014,513
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,DT10,1681,1465
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,PW4,2388,1270
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,DT27,4255,3541
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,EW20,3647,3140
2024-09,WEEKDAY,21,TRAIN,NE11,13927,13722
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,CC26,1590,1084
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,PW5,502,6
2024-09,WEEKDAY,8,TRAIN,TE26,14630,9802
2024-09,WEEKDAY,22,TRAIN,CC8,3548,7015
2024-09,WEEKDAY,22,TRAIN,BP5,757,1315
2024-09,WEEKDAY,22,TRAIN,TE29,535,2863
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,PE3,313,86
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,CC4/DT15,60,15
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,CG2,62,169
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,CC14,17,294
2024-09,WEEKDAY,7,TRAIN,DT31,29343,9852
2024-09,WEEKDAY,18,TRAIN,EW8/CC9,133219,122879
2024-09,WEEKDAY,13,TRAIN,TE8,10548,9613
2024-09,WEEKDAY,9,TRAIN,NS17/CC15,68576,14426
2024-09,WEEKDAY,8,TRAIN,PW7,6364,2927
2024-09,WEEKDAY,9,TRAIN,EW20,18735,21606
2024-09,WEEKDAY,10,TRAIN,DT22,8231,9337
2024-09,WEEKDAY,15,TRAIN,EW7,10897,15682
2024-09,WEEKDAY,7,TRAIN,DT24,15628,8035
2024-09,WEEKDAY,7,TRAIN,BP3,22706,2495
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,EW24/NS1,47888,46213
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,EW21/CC22,12941,11025
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,CC21,5658,5754
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,NS12,3677,8973
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,DT23,1477,1241
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,CC23,2369,1923
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,NE5,9211,3722
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,SW1,1414,1422
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,EW30,254,232
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,DT2,1352,448
2024-09,WEEKDAY,14,TRAIN,DT29,4778,5292
2024-09,WEEKDAY,12,TRAIN,BP7,668,760
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,SE2,105,1593
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,NE10,255,81
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,NS27/CE2/TE20,46,13
2024-09,WEEKDAY,8,TRAIN,NE17/PTC,133395,37057
2024-09,WEEKDAY,5,TRAIN,NS18,3818,817
2024-09,WEEKDAY,6,TRAIN,EW28,65229,13820
2024-09,WEEKDAY,19,TRAIN,CC4/DT15,49686,23684
2024-09,WEEKDAY,12,TRAIN,CC28,3801,2887
2024-09,WEEKDAY,11,TRAIN,NS21/DT11,52948,46138
2024-09,WEEKDAY,15,TRAIN,TE24,2727,2936
2024-09,WEEKDAY,16,TRAIN,DT34,7186,4611
2024-09,WEEKDAY,6,TRAIN,PE2,9957,2627
2024-09,WEEKDAY,19,TRAIN,DT31,7910,25078
2024-09,WEEKDAY,15,TRAIN,DT23,3492,2969
2024-09,WEEKDAY,9,TRAIN,TE27,10071,2901
2024-09,WEEKDAY,23,TRAIN,NE16/STC,4737,22812
2024-09,WEEKDAY,15,TRAIN,DT10,7015,3385
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,NS19,20462,14752
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,PE6,2809,3942
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,PE6,2968,2268
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,NS15,5961,5755
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,DT13,4505,6982
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,NE13,14420,11793
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,DT21,3165,2483
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,BP6/DT1,7814,22031
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,DT5,2844,1139
2024-09,WEEKDAY,13,TRAIN,BP9,2731,1998
2024-09,WEEKDAY,5,TRAIN,CC16,1224,370
2024-09,WEEKDAY,8,TRAIN,BP12,9284,2696
2024-09,WEEKDAY,22,TRAIN,SW4,579,3385
2024-09,WEEKDAY,0,TRAIN,CC8,30,583
2024-09,WEEKDAY,21,TRAIN,CG2,28731,16108
2024-09,WEEKDAY,9,TRAIN,EW2/DT32,74316,43499
2024-09,WEEKDAY,9,TRAIN,TE8,11456,10635
2024-09,WEEKDAY,8,TRAIN,TE7,15830,16859
